,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
150169,549355,84899F,nan,5,2011-04-08 11:21:00,0.0,,United Kingdom
150236,549372,35922,EASTER BUNNY WREATH,2,2011-04-08 11:28:00,4.95,149580,United Kingdom
150347,549425,85028S,FRENCH CHATEAU SMALL FRUITBOWL,2,2011-04-08 11:54:00,1.95,140300,United Kingdom
150348,549425,85028L,FRENCH CHATEAU LARGE FRUIT BOWL,5,2011-04-08 11:54:00,1.95,140300,United Kingdom
150620,549489,85146,nan,8,2011-04-08 15:05:00,0.0,,United Kingdom
150627,549506,22415,nan,31,2011-04-08 15:07:00,0.0,,United Kingdom
151103,549542,85200,BUNNY EGG BOX,2,2011-04-10 11:11:00,1.25,153110,United Kingdom
151328,549550,90010B,BLACK/WHITE GLASS/SILVER BRACELET,2,2011-04-10 11:45:00,8.95,150380,United Kingdom
152578,549666,84839,SWEETHEART KEY CABINET,1,2011-04-11 12:17:00,5.55,131130,United Kingdom
152579,549666,85064,CREAM SWEETHEART LETTER RACK,1,2011-04-11 12:17:00,4.65,131130,United Kingdom
152845,549692,85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,2,2011-04-11 13:43:00,1.65,136680,United Kingdom
153647,549783,84751B,BLACK MEDIUM GLASS CAKE STAND,1,2011-04-12 11:50:00,0.79,165580,United Kingdom
153657,549787,22168,ORGANISER WOOD ANTIQUE WHITE,1,2011-04-12 11:58:00,8.5,132680,United Kingdom
154122,549846,21100,Damaged,6,2011-04-12 14:30:00,0.0,,United Kingdom
154689,549940,84858C,PINK RIVIERA HANDBAG,151,2011-04-13 11:48:00,1.25,136940,United Kingdom
154799,549948,37488A,damaged,1,2011-04-13 12:55:00,0.0,,United Kingdom
154835,549950,37487B,Damaged,6,2011-04-13 12:57:00,0.0,,United Kingdom
154860,549952,37482P,Damaged,93,2011-04-13 13:05:00,0.0,,United Kingdom
155108,549966,85031A,ROMANTIC IMAGES SCRAP BOOK SET,3,2011-04-13 14:17:00,1.25,162240,United Kingdom
155471,549989,90035A,"PEARL & SHELL 42""NECKL. GREEN",3,2011-04-13 16:58:00,10.75,132210,United Kingdom
155472,549989,90042A,FRESHWATER PEARL BRACELET GOLD,2,2011-04-13 16:58:00,2.55,132210,United Kingdom
155729,550010,84856S,SMALL TAHITI BEACH BAG,1,2011-04-14 10:29:00,3.81,152990,United Kingdom
155734,550012,84799,SPRIG LAVENDER ARTIFICIAL FLOWER,4,2011-04-14 10:42:00,1.25,,United Kingdom
156618,550153,85167B,DAMAGED,1,2011-04-14 14:44:00,0.0,,United Kingdom
156650,550157,84462,3 PINK HEN+CHICKS IN BASKET,1,2011-04-14 15:26:00,1.25,163930,United Kingdom
156808,550172,21736,GOLD SCROLL GLASS T-LIGHT HOLDER,3,2011-04-14 16:54:00,0.39,174400,United Kingdom
157043,550189,85186A,EASTER BUNNY GARLAND OF FLOWERS,7,2011-04-14 19:15:00,0.42,132300,United Kingdom
157405,550204,72807b,SET/3 OCEAN SCENT CANDLE JEWEL BOX,1,2011-04-15 10:37:00,8.29,,United Kingdom
157739,550210,85231b,CINAMMON SET OF 9 T-LIGHTS,1,2011-04-15 10:40:00,1.63,,United Kingdom
157761,550211,84510e,SET OF 4 GREEN CAROUSEL COASTERS,1,2011-04-15 10:41:00,2.46,,United Kingdom
159294,550331,16202E,BLACK PHOTO ALBUM,2,2011-04-17 13:43:00,0.5,155550,United Kingdom
159295,550331,16202A,PASTEL PINK PHOTO ALBUM,4,2011-04-17 13:43:00,0.5,155550,United Kingdom
159788,550360,20851,ZINC HEART LATTICE TRAY OVAL,1,2011-04-18 10:55:00,5.95,149780,United Kingdom
160543,550461,47556B,TEA TIME TEA TOWELS,1300,2011-04-18 13:20:00,2.1,157490,United Kingdom
161009,550470,90104,PURPLE FRANGIPANI HAIRCLIP,2,2011-04-18 13:49:00,0.85,,United Kingdom
161027,550471,90181C,BLACK GLASS/SHELL/PEARL NECKLACE,1,2011-04-18 13:52:00,9.15,,United Kingdom
162228,550499,35915C,PEACH KNITTED HEN,1,2011-04-18 15:16:00,0.83,,United Kingdom
162387,550500,90034,WHITE SILVER NECKLACE SHELL GLASS,1,2011-04-18 15:26:00,9.98,,United Kingdom
163218,550541,84247L,FAWN AND MUSHROOM GREETING CARD,1,2011-04-19 11:33:00,0.83,,United Kingdom
163437,550542,90135A,ORANGE/FUSCHIA STONES NECKLACE,1,2011-04-19 11:37:00,4.98,,United Kingdom
163877,550630,84750B,BLACK SMALL GLASS CAKE STAND,6,2011-04-19 14:49:00,0.39,142980,United Kingdom
163883,550630,84575A,PINK DOG CANNISTER,10,2011-04-19 14:49:00,1.95,142980,United Kingdom
163925,550630,16202B,PASTEL BLUE PHOTO ALBUM,24,2011-04-19 14:49:00,0.5,142980,United Kingdom
164029,550634,85027L,FRENCH CHATEAU LARGE PLATTER,12,2011-04-19 15:02:00,1.95,142980,United Kingdom
165034,550759,21087,nan,7,2011-04-20 12:09:00,0.0,,United Kingdom
165036,550761,84388,nan,6,2011-04-20 12:10:00,0.0,,United Kingdom
165037,550762,85030,nan,9,2011-04-20 12:10:00,0.0,,United Kingdom
165038,550763,84666,nan,5,2011-04-20 12:11:00,0.0,,United Kingdom
165355,550784,84461,12 PINK HEN+CHICKS IN BASKET,6,2011-04-20 13:59:00,2.55,132690,United Kingdom
165448,550800,22458,Missing,65,2011-04-20 14:48:00,0.0,,United Kingdom
166266,550908,20827,damages,68,2011-04-21 12:39:00,0.0,,United Kingdom
166509,550927,84990,nan,1,2011-04-21 14:40:00,0.0,,United Kingdom
166639,550947,21319,adjustment,3,2011-04-21 15:55:00,0.0,,United Kingdom
166640,550948,17109D,Adjustment,14,2011-04-21 15:56:00,0.0,,United Kingdom
166646,550951,84531A,returned,2,2011-04-21 16:15:00,0.0,,United Kingdom
166647,550952,84531B,returned,2,2011-04-21 16:16:00,0.0,,United Kingdom
166686,550953,90025B,BAROQUE BUTTERFLY EARRINGS RED,1,2011-04-21 16:17:00,3.73,,United Kingdom
166819,550953,22861,EASTER TIN CHICKS IN GARDEN,1,2011-04-21 16:17:00,3.29,,United Kingdom
166836,550954,47013A,damaged,2,2011-04-21 16:18:00,0.0,,United Kingdom
167140,550980,21445,nan,1,2011-04-21 17:31:00,0.0,,United Kingdom
167145,550985,22777,nan,4,2011-04-21 17:40:00,0.0,,United Kingdom
167290,550986,85205B,PINK FELT EASTER RABBIT GARLAND,1,2011-04-21 18:06:00,4.96,,United Kingdom
168017,551009,84872a,TEATIME FUNKY FLOWER BACKPACK FOR 2,1,2011-04-26 09:50:00,10.79,,United Kingdom
168023,551009,85132c,CHARLIE AND LOLA FIGURES TINS,1,2011-04-26 09:50:00,8.29,,United Kingdom
168647,551125,90136,PALE PINK/AMETHYST STONE NECKLACE,2,2011-04-26 12:47:00,9.95,172770,United Kingdom
168648,551125,90135,ORANGE/WHT/FUSCHIA STONES NECKLACE,6,2011-04-26 12:47:00,4.95,172770,United Kingdom
168759,551137,22259,FELT FARM ANIMAL HEN,1,2011-04-26 13:05:00,1.25,155810,United Kingdom
168783,551137,35909A,RABBIT EASTER DECORATION,1,2011-04-26 13:05:00,2.95,155810,United Kingdom
169712,551234,21897,POTTING SHED CANDLE CITRONELLA,60,2011-04-27 11:47:00,2.55,174500,United Kingdom
169713,551234,21898,POTTING SHED ROSE CANDLE,60,2011-04-27 11:47:00,3.15,174500,United Kingdom
169714,551240,51020A,adjustment,41,2011-04-27 11:48:00,0.0,,United Kingdom
169715,551243,51020B,adjust,53,2011-04-27 11:49:00,0.0,,United Kingdom
169848,551268,84745B,BLUE HANGING GINGHAM EASTER HEN,6,2011-04-27 12:08:00,0.42,169650,United Kingdom
169850,551268,84745A,PINK HANGING GINGHAM EASTER HEN,6,2011-04-27 12:08:00,0.42,169650,United Kingdom
169971,551270,90021,LASER CUT MULTI STRAND NECKLACE,1,2011-04-27 12:35:00,11.95,158910,United Kingdom
170252,551283,84741C,CITRUS GARLAND FELT FLOWERS,6,2011-04-27 14:01:00,1.95,167550,United Kingdom
170485,551304,48189,adjustment,2,2011-04-27 14:56:00,0.0,,United Kingdom
170489,551305,85006,SET 4 NURSERY DES ROUND BOXES,10,2011-04-27 14:58:00,0.85,161450,United Kingdom
170537,551323,21398,damages,9,2011-04-27 15:31:00,0.0,,United Kingdom
170543,551328,21320,nan,23,2011-04-27 16:08:00,0.0,,United Kingdom
170673,551339,90005A,JADE GREEN ENAMEL HAIR COMB,1,2011-04-27 17:18:00,2.07,,United Kingdom
170783,551340,DCGS0004,HAYNES CAMPER SHOULDER BAG,1,2011-04-27 17:23:00,16.63,,United Kingdom
171715,551443,35920,nan,4,2011-04-28 15:51:00,0.0,,United Kingdom
171716,551444,35809B,nan,4,2011-04-28 15:58:00,0.0,,United Kingdom
171723,551449,22525,nan,4,2011-04-28 16:00:00,0.0,,United Kingdom
171726,551452,84715,nan,3,2011-04-28 16:01:00,0.0,,United Kingdom
171744,551462,85145,JARDIN ETCHED GLASS LARGE BELL JAR,4,2011-04-28 16:11:00,3.95,152100,United Kingdom
171842,551468,90062,CARNIVAL BRACELET,1,2011-04-28 16:21:00,12.48,,United Kingdom
171996,551514,20816,GOLD FLOWER CUSHION COVER,6,2011-04-28 19:53:00,1.95,178740,United Kingdom
172077,551517,85144,JARDIN ETCHED GLASS CHEESE DISH,1,2011-05-01 11:14:00,1.95,169310,United Kingdom
172190,551521,22198,LARGE POPCORN HOLDER,2,2011-05-01 11:58:00,1.65,164010,United Kingdom
172337,551531,84597C,RETRO PINK BALL ASHTRAY,3,2011-05-01 13:45:00,1.25,153760,United Kingdom
172631,551547,48173c,DOORMAT BLACK FLOCK,1,2011-05-03 09:44:00,16.63,,United Kingdom
172878,551579,85098B,nan,5,2011-05-03 11:20:00,0.0,,United Kingdom
173217,551658,37333,"RETRO ""TEA FOR ONE""",1,2011-05-03 12:13:00,1.95,167460,United Kingdom
173269,551671,20734,nan,10,2011-05-03 12:38:00,0.0,,United Kingdom
173388,551698,84705C,PINK FLOCK PHOTO FRAME,12,2011-05-03 13:52:00,1.25,136940,United Kingdom
173508,551717,35241,ENAMEL BLUE RIM BISCUIT BIN,1,2011-05-03 15:59:00,4.25,132630,United Kingdom
174044,551735,21656,samples,19,2011-05-04 10:25:00,0.0,,United Kingdom
174096,551747,84916,HAND TOWEL PALE BLUE W FLOWERS,8,2011-05-04 11:00:00,4.95,142980,United Kingdom
174554,551823,84689,S/2 BEACH HUT TREASURE CHESTS,2,2011-05-04 12:29:00,2.0,179550,United Kingdom
174645,551835,22073,RED RETROSPOT STORAGE JAR,4,2011-05-04 13:17:00,3.75,176460,United Kingdom
174675,551840,20818,GOLD TEDDY BEAR,10,2011-05-04 13:36:00,1.25,151440,United Kingdom
174677,551841,22719,GUMBALL MONOCHROME COAT RACK,4,2011-05-04 13:40:00,1.06,153110,United Kingdom
174681,551842,21038,SET/4 MODERN VINTAGE COTTON NAPKINS,1,2011-05-04 13:52:00,0.79,166780,United Kingdom
175253,551900,20778,nan,2,2011-05-05 10:45:00,0.0,,United Kingdom
177289,552052,84917,nan,8,2011-05-06 10:10:00,0.0,,United Kingdom
178164,552229,90040B,MURANO STYLE GLASS BRACELET BLACK,1,2011-05-06 15:40:00,3.73,,United Kingdom
178551,552232,90212B,JET BLACK LAS VEGAS BRACELET ROUND,1,2011-05-06 15:54:00,3.73,,United Kingdom
179713,552285,22353,LUNCH BOX WITH CUTLERY FAIRY CAKES,1,2011-05-08 12:58:00,2.55,146840,United Kingdom
180450,552318,90002D,FLOWER BURST SILVER RING CRYSTAL,1,2011-05-08 16:13:00,3.75,172310,United Kingdom
181989,552514,21318,GLASS CHALICE BLUE SMALL,1,2011-05-09 16:30:00,3.29,,United Kingdom
183217,552653,22926,nan,48,2011-05-10 14:12:00,0.0,,United Kingdom
183829,552670,85049d,BRIGHT BLUES RIBBONS,1,2011-05-10 15:06:00,2.46,,United Kingdom
183984,552673,84509g,SET OF 4 FAIRY CAKE PLACEMATS,1,2011-05-10 15:07:00,7.46,,United Kingdom
184181,552677,35809a,ENAMEL PINK TEA CONTAINER,1,2011-05-10 15:07:00,4.13,,United Kingdom
184374,552684,85132a,CHARLIE + LOLA BISCUITS TINS,1,2011-05-10 15:09:00,8.29,,United Kingdom
184376,552684,85231g,ORANGE SCENTED SET/9 T-LIGHTS,1,2011-05-10 15:09:00,1.63,,United Kingdom
185113,552733,23059,Thrown away-rusty,2376,2011-05-11 10:48:00,0.0,,United Kingdom
186211,552854,16244B,MAXWELL 2 TONE BLUE 60 PAGE PHOTO A,3,2011-05-11 15:16:00,1.95,147480,United Kingdom
188515,553041,22521,nan,9,2011-05-13 09:01:00,0.0,,United Kingdom
188739,553058,85130A,BEADED PEARL HEART WHITE LARGE,5,2011-05-13 10:44:00,1.65,177900,United Kingdom
188810,553061,22451,SILK PURSE BABUSHKA RED,3,2011-05-13 11:12:00,3.35,172380,United Kingdom
189775,553165,90035C,"PEARL & SHELL 42""NECKL. IVORY",2,2011-05-13 16:12:00,10.75,136230,United Kingdom
190624,553202,21527,RED RETROSPOT TRADITIONAL TEAPOT,1,2011-05-15 16:02:00,7.95,158540,United Kingdom
191334,553351,22518,CHILDS GARDEN BRUSH BLUE,1,2011-05-16 13:35:00,2.1,181180,United Kingdom
192295,553400,20803,damages,40,2011-05-16 17:09:00,0.0,,United Kingdom
193865,553545,84661a,WHITE SQUARE TABLE CLOCK,1,2011-05-17 15:37:00,4.96,,United Kingdom
193903,553546,21195,PINK  HONEYCOMB PAPER BALL,48,2011-05-17 15:42:00,1.69,124150,Australia
194517,553653,20826,SILVER APERITIF GLASS,12,2011-05-18 11:08:00,0.39,167010,United Kingdom
194519,553653,46126A,ELVIS WALLHANGING / CURTAIN,10,2011-05-18 11:08:00,1.25,167010,United Kingdom
194639,553660,17091A,LAVENDER INCENSE IN TIN,6,2011-05-18 11:58:00,0.38,146200,United Kingdom
194793,553671,47574B,ENGLISH ROSE SCENTED HANGING HEART,3,2011-05-18 12:37:00,4.25,136590,United Kingdom
195336,553715,90081B,LILY BROOCH WHITE/SILVER COLOUR,1,2011-05-18 16:05:00,4.95,,United Kingdom
195520,553719,85017C,adjustment,1,2011-05-18 16:18:00,0.0,,United Kingdom
195613,553728,21324,nan,2,2011-05-18 17:17:00,0.0,,United Kingdom
195614,553729,82599,nan,2,2011-05-18 17:17:00,0.0,,United Kingdom
195795,553745,84760S,nan,2,2011-05-19 09:46:00,0.0,,United Kingdom
196245,553833,84763,ZINC FINISH 15CM PLANTER POTS,15,2011-05-19 11:41:00,1.25,173460,United Kingdom
196332,553838,17011F,ORIGAMI SANDLEWOOD INCENSE+FLOWER,24,2011-05-19 12:10:00,0.65,126200,France
196833,553866,62043B,BLUE CHECK BAG W HANDLE 34X20CM,1,2011-05-19 14:14:00,0.83,146200,United Kingdom
198214,554017,22520,nan,101,2011-05-20 13:15:00,0.0,,United Kingdom
198910,554075,84706D,CHERRY BLOSSOM TABLE CLOCK,2,2011-05-22 11:29:00,1.95,160380,United Kingdom
198947,554077,84685,BEACH HUT KEY CABINET,4,2011-05-22 11:34:00,3.75,139720,United Kingdom
200352,554128,84563A,damaged,4,2011-05-23 09:26:00,0.0,,United Kingdom
200378,554131,84596J,MIXED NUTS LIGHT GREEN BOWL,13,2011-05-23 09:43:00,0.42,139880,United Kingdom
200722,554151,84789,ENCHANTED BIRD PLANT CAGE,2,2011-05-23 11:07:00,3.75,140490,United Kingdom
200931,554163,62097B,BLUE STRIPES SHOULDER BAG,2,2011-05-23 11:52:00,0.83,145730,United Kingdom
201176,554275,21904,HOUSE WRECKING METAL SIGN,2,2011-05-23 13:17:00,2.1,149030,United Kingdom
201753,554317,85198,nan,11,2011-05-23 15:29:00,0.0,,United Kingdom
201754,554318,84535A,nan,65,2011-05-23 15:30:00,0.0,,United Kingdom
201982,554348,22524,CHILDRENS GARDEN GLOVES BLUE,7,2011-05-24 08:49:00,1.25,135230,United Kingdom
202162,554367,47589,CONGRATULATIONS BUNTING,9,2011-05-24 10:24:00,5.45,130890,United Kingdom
202495,554432,85132A,damaged,97,2011-05-24 12:16:00,0.0,,United Kingdom
202566,554485,21310,CAPIZ CHANDELIER,1,2011-05-24 13:22:00,29.95,180180,United Kingdom
202902,554509,79071B,ENGLISH ROSE METAL WASTE BIN,1,2011-05-24 15:45:00,2.95,173750,United Kingdom
204662,554683,20823,GOLD WINE GOBLET,4,2011-05-25 16:09:00,0.79,,United Kingdom
205190,554714,84596l,BISCUITS SMALL BOWL LIGHT BLUE,1,2011-05-26 10:44:00,2.46,,United Kingdom
205572,554819,90125E,AMBER BERTIE GLASS BEAD BAG CHARM,1,2011-05-26 14:09:00,2.1,175500,United Kingdom
205574,554819,90125C,TURQUOISE BERTIE GLASS BEAD CHARM,1,2011-05-26 14:09:00,2.1,175500,United Kingdom
205712,554828,16049,nan,74,2011-05-26 15:21:00,0.0,,United Kingdom
205713,554829,20801,nan,6,2011-05-26 15:22:00,0.0,,United Kingdom
205783,554837,71215,METAL BASE FOR CANDLES,10,2011-05-26 16:30:00,0.42,145840,United Kingdom
207516,554992,84466,TOP SECRET PEN SET,4,2011-05-29 14:08:00,1.25,166860,United Kingdom
207804,555005,84691,PACK 20 DOLLY PEGS,80,2011-05-31 09:38:00,0.72,166560,United Kingdom
207855,555012,21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,3,2011-05-31 10:43:00,2.95,168140,United Kingdom
207889,555015,85016,SET OF 6 VINTAGE NOTELETS KIT,9,2011-05-31 10:45:00,0.65,165580,United Kingdom
210135,555276,90131,PINK/AMETHYST/GOLD NECKLACE,1,2011-06-01 17:28:00,7.07,,United Kingdom
210459,555279,84873A,FUNKY FLOWER PICNIC BAG FOR 4,1,2011-06-01 17:42:00,16.95,163480,United Kingdom
210603,555284,47344B,BLUE FLOWER DES PURSE,10,2011-06-02 09:37:00,0.83,142980,United Kingdom
210985,555336,90115,SUMMER BUTTERFLIES BAG CHARM,1,2011-06-02 11:13:00,2.55,,United Kingdom
210998,555337,84906,PINK BUTTERFLY CUSHION COVER,1,2011-06-02 11:13:00,1.95,167290,United Kingdom
211676,555397,90185D,CRYSTAL DIAMANTE EXPANDABLE RING,1,2011-06-02 17:26:00,4.15,,United Kingdom
211883,555398,20703,BLUE PADDED SOFT MOBILE,3,2011-06-02 17:30:00,4.25,173750,United Kingdom
212544,555492,22519,CHILDS GARDEN BRUSH PINK,6,2011-06-03 14:24:00,2.1,169670,United Kingdom
212679,555503,84313C,damaged,1,2011-06-03 15:39:00,0.0,,United Kingdom
212682,555506,21397,damaged,57,2011-06-03 16:03:00,0.0,,United Kingdom
212738,555509,84800L,LARGE WHITE/PINK ROSE ART FLOWER,6,2011-06-03 17:07:00,2.12,134350,United Kingdom
212902,555510,79030G,TUMBLER NEW ENGLAND,1,2011-06-03 17:09:00,5.79,,United Kingdom
213035,555516,21399,BLUE POLKADOT COFFEE MUG,8,2011-06-05 10:50:00,0.39,177060,United Kingdom
213871,555558,37444A,YELLOW BREAKFAST CUP AND SAUCER,2,2011-06-05 14:06:00,0.39,141590,United Kingdom
215296,555653,40003,WHITE BAMBOO RIBS LAMPSHADE,12,2011-06-06 14:12:00,1.25,176730,United Kingdom
215570,555722,90025E,BAROQUE BUTTERFLY EARRINGS MONTANA,1,2011-06-06 16:06:00,3.73,,United Kingdom
215903,555741,17013D,ORIGAMI ROSE INCENSE IN TUBE,12,2011-06-07 10:05:00,0.42,168170,United Kingdom
216316,555841,90102,WHITE FRANGIPANI HAIR CLIP,10,2011-06-07 12:47:00,0.85,145830,United Kingdom
217298,555923,21043,APRON MODERN VINTAGE COTTON,1,2011-06-07 17:09:00,4.13,,United Kingdom
217953,555947,47341A,FUSCHIA TABLE RUN FLOWER,10,2011-06-08 10:45:00,1.25,149110,EIRE
218401,556042,21161,KEEP OUT BOYS DOOR HANGER,2,2011-06-08 12:44:00,1.45,143670,United Kingdom
218794,556069,84226,nan,34,2011-06-08 14:41:00,0.0,,United Kingdom
219295,556090,85114a,BLACK ENCHANTED FOREST PLACEMAT,6,2011-06-08 15:25:00,3.29,,United Kingdom
219409,556093,82613a,"METAL SIGN,CUPCAKE SINGLE HOOK",1,2011-06-08 15:26:00,2.46,,United Kingdom
220141,556122,85019C,Damaged,108,2011-06-09 10:12:00,0.0,,United Kingdom
220142,556123,22272,Damaged,15,2011-06-09 10:13:00,0.0,,United Kingdom
220143,556124,17007B,nan,4,2011-06-09 10:14:00,0.0,,United Kingdom
221027,556237,35809A,ENAMEL PINK TEA CONTAINER,1,2011-06-09 15:34:00,2.46,,United Kingdom
221724,556267,16052,TEATIME PUSH DOWN RUBBER,323,2011-06-09 19:33:00,0.19,136940,United Kingdom
224897,556579,84279B,CHERRY BLOSSOM DECORATIVE FLASK,4,2011-06-13 14:16:00,3.75,150690,United Kingdom
224923,556579,90026A,GLASS BEAD HOOP NECKLACE BLACK,2,2011-06-13 14:16:00,8.5,150690,United Kingdom
224925,556579,90036D,"FLOWER GLASS GARLAND NECKL.36""BLACK",3,2011-06-13 14:16:00,7.95,150690,United Kingdom
225528,556687,23003,Printing smudges/thrown away,9058,2011-06-14 10:36:00,0.0,,United Kingdom
226238,556784,35909B,PINK FLOWERS RABBIT EASTER,2,2011-06-14 13:15:00,2.95,144610,United Kingdom
227516,556879,84925D,LA PALMIERA WALL THERMOMETER,1,2011-06-15 12:07:00,2.55,164610,United Kingdom
227710,556905,22788,BROCANTE COAT RACK,1,2011-06-15 13:05:00,9.95,169040,United Kingdom
228076,556915,37479B,CUBIC MUG FLOCK BLUE ON BROWN,1,2011-06-15 13:35:00,0.39,150360,United Kingdom
228334,556926,18097A,PINK TALL PORCELAIN T-LIGHT HOLDER,1,2011-06-15 14:26:00,2.55,163240,United Kingdom
228606,556933,22783,nan,2,2011-06-15 15:42:00,0.0,,United Kingdom
229417,557042,85141,JARDIN ETCHED GLASS FRUITBOWL,4,2011-06-16 14:26:00,3.95,130040,United Kingdom
229531,557063,21278,VINTAGE KITCHEN PRINT PUDDINGS,6,2011-06-16 15:01:00,2.55,173680,United Kingdom
230268,557129,21095,SET/6 POSIES PAPER PLATES,11,2011-06-16 19:59:00,0.85,178410,United Kingdom
232920,557390,21360,Show Samples,4,2011-06-20 11:12:00,0.0,,United Kingdom
233055,557417,84809B,damaged,324,2011-06-20 11:51:00,0.0,,United Kingdom
234402,557518,47013C,WINE BOTTLE DRESSING DARK BLUE,6,2011-06-20 17:14:00,0.12,152800,United Kingdom
234613,557570,20773,BLUE PAISLEY NOTEBOOK,2,2011-06-21 10:48:00,1.65,159980,United Kingdom
235545,557643,20716,PARTY FOOD SHOPPER BAG,2,2011-06-21 16:36:00,2.46,,United Kingdom
235578,557643,84660a,WHITE STITCHED WALL CLOCK,1,2011-06-21 16:36:00,7.46,,United Kingdom
235581,557643,85132b,CHARLIE AND LOLA TABLE TINS,1,2011-06-21 16:36:00,8.29,,United Kingdom
235925,557663,84809A,WHITE CHRYSANTHEMUMS ART FLOWER,2,2011-06-21 17:59:00,2.1,,EIRE
235927,557663,84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,4,2011-06-21 17:59:00,2.55,,EIRE
236794,557784,21421,damaged,5,2011-06-22 15:49:00,0.0,,United Kingdom
236990,557795,47021G,SET/6 BEAD COASTERS GAUZE BAG GOLD,192,2011-06-23 09:14:00,0.39,138810,United Kingdom
237982,557892,62086A,PINK RETRO BIG FLOWER BAG,4,2011-06-23 14:11:00,1.95,145340,United Kingdom
238625,557950,84709B,PINK OVAL JEWELLED MIRROR,2,2011-06-23 17:35:00,5.95,178480,United Kingdom
240359,558099,90065A,WHITE VINTAGE CRYSTAL BRACELET,3,2011-06-26 13:45:00,6.75,175930,United Kingdom
240977,558119,84559a,3D SHEET OF DOG STICKERS,7,2011-06-27 09:12:00,1.66,,United Kingdom
241363,558198,72024U,LILAC VOTIVE CANDLE,24,2011-06-27 12:49:00,0.21,141040,United Kingdom
241435,558204,17014A,ORIGAMI VANILLA INCENSE CONES,4,2011-06-27 13:58:00,0.42,181930,United Kingdom
242059,558309,85132B,nan,42,2011-06-28 11:03:00,0.0,,United Kingdom
242190,558318,85232A,nan,14,2011-06-28 11:52:00,0.0,,United Kingdom
242244,558321,84510a,SET OF 4 ENGLISH ROSE COASTERS,1,2011-06-28 11:53:00,2.46,,United Kingdom
242764,558371,21082,SET/20 FRUIT SALAD PAPER NAPKINS,3,2011-06-28 15:44:00,1.63,,United Kingdom
242906,558379,22618,"mouldy, unsaleable.",1681,2011-06-28 16:34:00,0.0,,United Kingdom
243726,558475,90013D,PURPLE VINTAGE EARRINGS,1,2011-06-29 15:58:00,4.15,,United Kingdom
243843,558475,21336,GOLD WASHBAG,1,2011-06-29 15:58:00,1.63,,United Kingdom
243977,558475,22351,DOTCOMGIFTSHOP TEA TOWEL,1,2011-06-29 15:58:00,3.29,,United Kingdom
244260,558476,84597B,damages,6,2011-06-29 16:04:00,0.0,,United Kingdom
245464,558614,84631,FRUIT TREE AND BIRDS WALL PLAQUE,2,2011-06-30 15:56:00,7.46,,United Kingdom
245516,558614,gift000150,Dotcomgiftshop Gift Voucher £50.00,1,2011-06-30 15:56:00,41.67,,United Kingdom
246772,558723,84865,damaged,7,2011-07-01 14:28:00,0.0,,United Kingdom
246797,558730,22060,damaged,1,2011-07-01 14:51:00,0.0,,United Kingdom
246901,558741,37444C,nan,1,2011-07-01 15:52:00,0.0,,United Kingdom
249676,558906,75172,PAINTED SEA SHELL METAL WINDCHIME,5,2011-07-04 16:35:00,0.79,155550,United Kingdom
250324,559018,20793,BLUE TILED TRAY,1,2011-07-05 13:07:00,6.75,182030,United Kingdom
250333,559018,22482,BLUE TEA TOWEL CLASSIC DESIGN,3,2011-07-05 13:07:00,1.25,182030,United Kingdom
250423,559030,84857C,PINK MONTE CARLO HANDBAG,1,2011-07-05 14:51:00,1.95,165710,United Kingdom
250797,559051,21781,MA CAMPAGNE CUTLERY BOX,1,2011-07-05 16:47:00,14.13,,United Kingdom
251429,559052,82095,HEART BUTTONS JEWELLERY BOX,25,2011-07-05 16:53:00,4.96,,United Kingdom
252102,559063,20684,STRAWBERRY DREAM CHILDS UMBRELLA,1,2011-07-06 10:10:00,3.25,172200,United Kingdom
253014,559154,20941,FROG CANDLE,5,2011-07-06 15:15:00,1.25,170450,United Kingdom
253666,559165,21763,VINTAGE WOODEN BAR STOOL,1,2011-07-06 16:40:00,20.0,129770,United Kingdom
254130,559296,23001,TRAVEL CARD WALLET DOTCOMGIFTSHOP,200,2011-07-07 12:35:00,0.0,,United Kingdom
